#,track_id,Artist.Name,album_name,Track.Name,Popularity,Length.,explicit,Danceability,Energy,key,Loudness..dB..,mode,Speechiness.,Acousticness..,Liveness,Valence.,tempo,time_signature,Genre,0
33455,7JBQPFOBszYYGk4lUIfmfA,PHARAOH,На луне,На луне,53,166373,FALSE,0.733,0.427,7,-8.759,0,0.0768,0.0812,0.0936,0.451,149.974,4,emo,0.236808213
88852,6hf0RpxTbOprT5nnwzkk8e,J Balvin;Maria Becerra,Qué Más Pues?,Qué Más Pues?,76,217773,FALSE,0.891,0.819,8,-3.964,1,0.106,0.0261,0.173,0.768,101.968,4,reggae,0.205735885
48603,1tzs2dFmLCD6bT8eapVNpl,Artifacts,That's Them,Art of Scratch (Intro),52,74106,FALSE,0.846,0.819,6,-9.474,1,0.297,0.164,0.161,0.749,91.059,4,hardcore,0.35820197
44334,3kdMzXOcrDIdSWLdONHNK5,Foo Fighters,Concrete and Gold,The Sky Is A Neighborhood,65,244573,FALSE,0.357,0.549,11,-7.843,0,0.0698,0.000798,0.22,0.531,130.749,4,grunge,0.039646199
77401,5vMVoATz4nfaWVxKJeLv7U,Sorriso Maroto,Riscos e Certezas,"Tá Bom, Aham",46,175746,FALSE,0.74,0.812,11,-5.962,1,0.101,0.462,0.0823,0.951,168.126,4,pagode,0.384407754
109652,2HjcFrEc1qBZEhWKlEgbqd,Droplex;Mark Dekoda,Nebel,Nebel,49,292500,FALSE,0.934,0.533,8,-6.17,1,0.0789,0.00694,0.0942,0.15,128.001,4,techno,0.666966582
106719,2bdh8ALxBeuvpnuoh37BDn,José González,Veneer,Crosses,55,161840,FALSE,0.666,0.369,11,-9.945,0,0.0295,0.895,0.102,0.318,134.633,4,swedish,0.609555832
53330,254F8QSuBg0Rfi9V7pE955,Felix Jaehn;Ray Dalton,Night Drive Autumn/Winter 2022/23,Call It Love,0,154560,FALSE,0.616,0.841,5,-4.779,0,0.076,0.0559,0.417,0.714,110.029,4,house,0.983843665
17198,1JQcgccHr9uIhlj3sUtUTw,Glee Cast,"Glee: The Music, The Complete Season Two",Don't Stop,25,196933,FALSE,0.589,0.87,7,-4.79,1,0.0321,0.0557,0.205,0.577,120.99,4,club,0.549909872
55414,62wnQra2VgCUyHO3BUIAcr,Pritam;KK,Jannat 2 (Original Motion Picture Soundtrack),Jannatein Kahan,50,228093,FALSE,0.545,0.77,0,-6.102,1,0.0655,0.308,0.167,0.696,159.975,4,indian,0.180507748
65641,5ckLwrelwUB4JhruopRudM,Dhanush;Ranjith Govind,Pudhukottaiyilirundhu Saravanan (Original Motion Picture Soundtrack),Naatu Sarakku,48,276546,FALSE,0.772,0.739,8,-10.85,1,0.235,0.236,0.431,0.918,75.068,4,k-pop,0.541622809
22047,4WJTKbNJQ41zXnb84jSWaj,Sepultura,Groove Metal Roots & Branches,Roots Bloody Roots,0,212253,FALSE,0.435,0.874,0,-6.664,1,0.123,0.000337,0.311,0.265,120.167,4,death-metal,0.077666225
24759,5wNmVaDGNEJB5Pj1oKF18l,Surgeon;Len Faki,LF RMX 019,First (Outline Mix) - Len Faki Hardspace Mix,5,348000,FALSE,0.797,0.96,10,-10.378,1,0.0673,0.0139,0.111,0.184,130.007,4,detroit-techno,0.620679016
3716,1VNWaY3uNfoeWqb5U8x2QX,System Of A Down,Hypnotize,Lonely Day,75,167906,FALSE,0.47,0.796,8,-3.277,0,0.0336,0.362,0.133,0.215,113.108,3,alternative,0.372042782
110437,4UCdQ7bEg49S8P9rq5HVRO,Andrew Bayer,Journey To ABGT500 pt.2,The District (ABGT499D3),32,299536,FALSE,0.567,0.855,1,-5.844,0,0.0857,0.000522,0.0813,0.151,128.112,4,trance,0.128489065
76908,7EA2OnLvsAW0eVQetMhwU0,Celtic Woman,"Decade. The Songs, The Show, The Traditions, The Classics.",My Lagan Love,19,170360,FALSE,0.223,0.046,6,-18.845,1,0.0398,0.985,0.0804,0.282,86.356,4,opera,0.375686269
63149,0wP19iM8ULJyV0r0LFDsDv,Taj Mahal,Supa Chill,Paradise,0,251426,FALSE,0.65,0.406,7,-13.492,1,0.0761,0.568,0.484,0.862,79.642,4,j-rock,0.023947923
67892,3C9Ouv5ZKoZlZYJ06wVW6n,Mijares,Halloween 2022 Pop Vol. 2,Mujer,0,255533,FALSE,0.619,0.45,7,-10.385,1,0.0257,0.526,0.139,0.298,100.497,4,latin,0.968294499
63372,2vk8PCaUuAZ63dsi1lqkn0,Big Star,#1 Record (Remastered),Thirteen,54,154480,FALSE,0.456,0.344,0,-10.296,0,0.0298,0.565,0.114,0.359,117.116,4,j-rock,0.567261905
6588,1crtYCEopK0zrxSFj0XJGK,Truchło Strzygi,Pora Umierać,Apokaliptyczny Młot (Obliteracja Poprzez Życie),19,306370,TRUE,0.263,0.715,8,-9.528,1,0.0902,0.000425,0.413,0.241,151.917,4,black-metal,0.874464775
107547,49wYicQsvTPSE5hfNgab9V,Grace Jones,Fill The Dance Floor,Slave To The Rhythm - Hot Blooded Version,26,498840,FALSE,0.594,0.836,1,-6.917,1,0.0357,0.0609,0.326,0.629,97.093,4,synth-pop,0.708552747
6393,5YRVKQf4YaW0Ohz8cReoYt,Eisregen,Hexenhaus,1000 Tote Nutten,20,365880,TRUE,0.348,0.968,2,-4.887,1,0.0831,1.33E-05,0.409,0.259,150.064,4,black-metal,0.157429361
109290,3LMhecVvaLsMHo89N0uYdY,Giorgia Angiuli,Armada Electronic Elements - ADE 2022,You Inspire Me,2,240000,FALSE,0.56,0.876,2,-6.62,1,0.0342,0.0202,0.805,0.0709,128.983,4,techno,0.447263033
106110,5cozKcTbz5DUdHHfgNdGOb,Tove Lo,Dirt Femme,True Romance,61,245978,FALSE,0.408,0.314,0,-7.729,1,0.0323,0.48,0.111,0.0833,105.096,4,swedish,0.957547538
79014,5wqIigDb6Afe0mX4acLyKo,OneRepublic,OO's Music Grandi Successi,Apologize,6,208106,FALSE,0.596,0.74,8,-6.127,1,0.0338,0.341,0.102,0.493,118.031,4,piano,0.056536078
17105,7nyprGzLfhdp0zJfa0peji,Gesaffelstein,Aleph,Obsession,45,249373,FALSE,0.7,0.712,8,-4.553,1,0.0397,0.00062,0.374,0.0883,100.968,4,club,0.47935332
38311,59nzuYF9nUmcL5CClCiIjX,Good Morning,"Take It Easy For Me, Stranger // Boy, I'm Just A Loser For Your Love","Boy, I'm Just A Loser For Your Love",52,195593,FALSE,0.606,0.255,3,-9.944,1,0.029,0.921,0.11,0.352,82.729,4,garage,0.717015894
30820,5mqzhMuUpvnMfwNz6iepmO,Diplo;French Montana;Lil Pump;Zhavia,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) [from Deadpool 2]","Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",67,181720,TRUE,0.618,0.845,2,0.175,1,0.132,0.114,0.415,0.486,171.921,4,edm,0.609588586
26481,3VzunbNPb7WV0IyBQWkvbu,Oliver Wallace,Lady and the Tramp,"A New Collar/Jock & Trusty/It's Jim Dear - From ""Lady and the Tramp""/Score",23,197706,FALSE,0.224,0.108,7,-17.761,1,0.0414,0.987,0.187,0.244,178.474,5,disney,0.503180545
100973,6BAIhmfNjnLKqTayTyw1SN,Tim Armstrong,A Poets Life,Lady Demeter,30,146320,FALSE,0.746,0.83,0,-5.709,1,0.0415,0.578,0.333,0.971,89.974,4,ska,0.971938126
99368,2NBRmMAaBn4oJ5A5BG3UL5,Anupam Roy,Doorbiney Chokh Rakhbona,Benche Thakar Gaan,42,240692,FALSE,0.856,0.48,10,-8.237,1,0.0357,0.77,0.122,0.77,109.976,4,singer-songwriter,0.012108028
10884,43ieiHbrsuEsUu8TdhTHJm,Bassnectar;Donnis;Rise At Night,NVSB Remixes,Noise (feat. Donnis) - Rise At Night Remix,12,348895,FALSE,0.514,0.8,1,-3.66,1,0.0605,0.00114,0.0396,0.356,127.909,4,breakbeat,0.715029237
3140,08k0JhCj8oJLB7Xuclr57s,Weezer,Fiesta temática 90s,My Name Is Jonas,1,206120,FALSE,0.261,0.947,11,-3.031,1,0.0487,0.000193,0.31,0.552,185.942,3,alternative,0.33421501
10478,2gGziDLQLuvEsgOsSWsKiC,Stanton Warriors,Wheres the Beef? / MPC,Wheres the Beef?,14,267932,FALSE,0.727,0.971,6,-3.643,0,0.119,0.000979,0.0974,0.177,130.015,4,breakbeat,0.778129419
50161,13rN2ObY6lOoQYi26OnmLs,Heavy Metal Perse,Aikakirjat,Paha paavo,30,206640,FALSE,0.442,0.98,6,-3.649,0,0.0623,0.000748,0.163,0.507,102.209,4,heavy-metal,0.586058368
5562,3LXpZ28ebxPHH1aUc9167L,Sukima Switch,スキマスイッチ,Ah Yeah!!,50,308066,FALSE,0.481,0.933,8,-5.447,1,0.0445,0.00505,0.044,0.502,140.061,4,anime,0.332512
38006,2AT8iROs4FQueDv2c8q2KE,Arctic Monkeys,AM,R U Mine?,83,201726,FALSE,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.303,0.619,97.094,4,garage,0.041915029
102377,62AuGbAkt8Ox2IrFFb8GKV,Neil Diamond,Sweet Caroline,Sweet Caroline,78,203573,FALSE,0.529,0.127,11,-16.066,1,0.0274,0.611,0.237,0.578,63.05,4,songwriter,0.114686838
21694,3I8r1UvYJIccFTvGilynfQ,Tanya Stephens,These Streets (Single),These Streets,27,233586,FALSE,0.563,0.603,7,-7.365,1,0.377,0.00428,0.19,0.546,78.836,4,dancehall,0.952970942
106250,4dyx5SzxPPaD8xQIid5Wjj,Peter Bjorn and John,Writer's Block,Young Folks,75,276693,FALSE,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.105,0.662,138.185,4,swedish,0.079734921
60171,7c6UvYQpPAuC8SX67HN0DG,Chronic Law;ATTOMATIC RECORDS;HEMTON MUSIC,1law,LIF UP,26,160078,FALSE,0.767,0.503,4,-9.66,0,0.322,0.175,0.473,0.365,98.11,4,j-dance,0.636403087
69218,1CS4VPzcGg71kyHIy1LvHG,Nikhil mathew,Mellisaye,Mellisaye,36,166554,FALSE,0.412,0.289,4,-13.839,1,0.0319,0.861,0.122,0.333,109.816,4,malay,0.39569111
4603,4Yf9QLUM8EeHaCS7EnaHnX,Christian Löffler,Versailles (Hold),Versailles (Hold) - Edit,53,218727,FALSE,0.425,0.375,0,-13.693,0,0.0353,0.467,0.133,0.179,116.99,4,ambient,0.19068272
77917,77lxyYpHWVYZAJsO8ybteg,RDN;Suel;Ferrugem,"RDN & Amigos, Vol. 1",Nosso Lance,41,94891,FALSE,0.697,0.462,7,-10.463,1,0.0458,0.271,0.198,0.677,172.017,4,pagode,0.810894202
14930,1zkwvfhOwA1OIsrBECMdzx,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),Monster Mash,0,205924,FALSE,0.622,0.861,7,-8.441,1,0.0626,0.243,0.53,0.935,139.041,4,children,0.261971779
27812,1BTrSozGh1prNfv54B3Ndj,SpectraSoul,Delay No More,Ish Chat,16,153435,FALSE,0.788,0.466,11,-7.811,0,0.131,0.0229,0.161,0.295,85.036,4,drum-and-bass,0.725418925
32122,4tjA1bnIrvCt1O4uaC476a,Fabian Mazur;Snavs,The Pit,The Pit,58,152500,TRUE,0.513,0.834,8,-5.802,1,0.134,0.0101,0.331,0.179,150.098,4,electronic,0.820312851
6284,1HvBZ5Kk6exD3PoohClhEf,Enslaved,Riitiir,Thoughts Like Hammers,19,570053,FALSE,0.397,0.841,6,-6.205,1,0.044,3.15E-05,0.394,0.203,142.022,3,black-metal,0.413027063
13364,5qXu86xXvI6f59m0MBjUAh,DJ Sneak;Tripmastaz;Rare Two Inc.,Space Clash EP,Space Clash,10,487619,FALSE,0.765,0.953,5,-6.254,0,0.0587,0.00097,0.0992,0.559,126.005,4,chicago-house,0.604668443
76719,1XNt3DnketlsS0aa3Rl65p,Andrea Bocelli;New York Philharmonic;Alan Gilbert,Concerto: One Night In Central Park (Remastered),"Il Trovatore / Act 3: Il Trovatore / Act 3: ""Di quella pira"" - Live At Central Park, New York / 2011",20,135266,FALSE,0.338,0.509,0,-8.937,1,0.0574,0.903,0.962,0.437,160.386,3,opera,0.421272038
96561,4yt1hUOda8fVmoShOUFnyH,Katinguelê,Um Novo Tempo,Cilada,37,175851,FALSE,0.432,0.596,7,-8.861,0,0.0364,0.744,0.317,0.612,84.974,4,samba,0.494585424
82639,0Yp9hUhGsLsKkfZShbpmUH,Elvis Costello,My Aim Is True,Waiting For The End Of The World,24,202893,FALSE,0.74,0.651,0,-9.427,1,0.093,0.0743,0.136,0.793,114.138,4,power-pop,0.206711708
82158,2imlSz1OkvN8QyAkQ4WL2a,The Rubinoos,The Rubinoos,I Think We're Alone Now,43,176040,FALSE,0.586,0.565,11,-8.55,1,0.0541,0.163,0.107,0.633,128.956,4,power-pop,0.930863619
102064,0tEAGQTo2PXnWFKn99x0a7,Osho Jain;Melissa Srivastava,"Uljhe Hue (From ""Uljhe Hue"")","Uljhe Hue - From ""Uljhe Hue""",51,112750,FALSE,0.532,0.123,5,-10.427,1,0.0346,0.908,0.0729,0.256,76.569,4,songwriter,0.681353312
9173,1Vkokw1TnFV6HEhyQ7OAB9,Theo Rubia,Um Milhão de Anos,Um Milhão de Anos,49,589233,FALSE,0.459,0.494,7,-7.608,0,0.0341,0.0685,0.105,0.0808,133.961,4,brazil,0.052062222
5220,291Yu972gd6bPo2aIBgZDA,Samuel Kim,Evil Morty Theme (For The Damaged Coda) [Epic Version],Evil Morty Theme (For The Damaged Coda) - Epic Version,58,225810,FALSE,0.186,0.479,0,-9.437,0,0.034,0.408,0.0884,0.0361,141.617,4,anime,0.191625115
49274,6kZ1QW3OCMxrMHpP7fGItC,Noisecontrollers;Toneshifterz,Jaydee,Jaydee - Original Edit,25,182000,FALSE,0.566,0.96,11,-6.211,0,0.0456,0.00767,0.595,0.268,149.973,4,hardstyle,0.634970943
4433,48GtE9nno474ZYd9qhJqXx,Fabrizio Paterlini,Winter Stories,My Misty Mornings,54,202736,FALSE,0.346,0.217,8,-16.927,0,0.038,0.993,0.0912,0.163,130.063,4,ambient,0.353377352
99989,4gvea7UlDkAvsJBPZAd4oB,Don Henley,Building The Perfect Beast,The Boys Of Summer,77,288733,FALSE,0.516,0.549,6,-13.741,1,0.0373,0.501,0.184,0.907,176.941,4,singer-songwriter,0.247679835
106971,5u3l2TONYacJgmRPQVaF9y,Amon Amarth,Twilight Of The Thunder God,Twilight Of The Thunder God,63,248746,FALSE,0.374,0.92,6,-4.653,1,0.0501,1.62E-05,0.0802,0.278,191.014,4,swedish,0.261889584
54911,0QXFhVAwT09D0EvpdONVoT,Seekae,The Sound Of Trees Falling On People,John Duncan,9,554346,FALSE,0.311,0.464,4,-8.451,0,0.0372,0.00738,0.082,0.0391,102.006,1,idm,0.886788602
19503,2Fs18NaCDuluPG1DHGw1XG,Rascal Flatts,Me And My Gang,Life is a Highway,75,276320,FALSE,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.223,0.655,103.027,4,country,0.510251934
108406,1K3BGxyRLzfyPr0zo34OrA,Juan D'Arienzo;Héctor Mauré,Pensalo bien,Amarras,19,208760,FALSE,0.569,0.368,2,-7.004,1,0.0487,0.99,0.315,0.638,123.181,4,tango,0.66766404
8225,1GqAFWj0HSbX055zDc94Wj,Chuck Berry,Classic Christmas Greatest Hits,Run Rudolph Run,0,164160,FALSE,0.682,0.776,7,-8.314,0,0.114,0.83,0.17,0.959,151.799,4,blues,0.54043389
109942,1V2fuhBUbCzcGqMANeYmYy,Neophyte;Drokz,Dit Is Mijn Leven,Dit Is Mijn Leven,25,169200,FALSE,0.543,0.999,7,-0.918,1,0.18,0.0865,0.368,0.0466,99.99,4,techno,0.065622978
32121,36e1JozCxM6qBZu0bGnFZF,DJ Dark;Mentol,Love Nwantiti,Love Nwantiti (Radio Edit),38,168000,FALSE,0.599,0.802,6,-5.622,0,0.0291,0.0858,0.0947,0.637,89.994,4,electronic,0.433199851
38432,4XeObYyrXp8MNNNPQb3Hhy,The Terrys,The TerrySonic Mixtape,Blue,29,140213,FALSE,0.553,0.818,9,-4.739,1,0.0342,0.0198,0.271,0.934,164.175,4,garage,0.613439276
10842,3KjOiQBH0kjyhvCU3pUeMc,The Prodigy;Zeds Dead,The Added Fat EP,Breathe - Zeds Dead Remix,12,276386,FALSE,0.672,0.989,3,-2.425,0,0.164,0.175,0.284,0.156,125.999,4,breakbeat,0.85349425
90166,1EiXHKMWX8Tx6jzeoTeCYy,Los Freddy's,10 Exitos De Los Freddy's,Tu Condena,39,228013,FALSE,0.717,0.372,8,-16.721,1,0.0282,0.059,0.0576,0.727,107.066,4,rock-n-roll,0.805979457
16604,2nUDYRzav0W7zsLc5jgu1o,Rahul Deshpande;Jayateerth Mevundi;Bhuvanesh Komkali,Bhai Vyakti Ki Valli Purvardha,Kanada Raja Pandharicha,30,481377,FALSE,0.396,0.708,5,-5.27,0,0.0873,0.688,0.638,0.589,105.094,4,classical,0.115079317
21685,1c7w0G7N7432XZLmlcpzlb,Chronic Law,Murdera,Murdera,28,178700,TRUE,0.548,0.605,9,-7.825,1,0.314,0.651,0.191,0.35,114.178,5,dancehall,0.975643385
12205,7ykVHZCUX6nWLl6neiWXwZ,my little airport,只因當時太緊張,春天在車廂裡,33,160092,FALSE,0.437,0.358,11,-10.798,1,0.0314,0.259,0.156,0.512,144.905,4,cantopop,0.846114459
89325,0bVekIoRM4Z133jFzeykR2,Sebastian Yatra;Luis Figueroa;Lary Over,Queda poco para la PAES 2.0,Por Perro,0,245360,FALSE,0.684,0.762,0,-5.147,1,0.0564,0.419,0.0759,0.905,172.015,4,reggaeton,0.292241312
34556,2odjgKK81rxzEDpxPQ968z,Piyush Mishra,Baarish Ka Bandhan,Baarish Ka Bandhan,35,65200,FALSE,0.544,0.45,8,-7.253,1,0.893,0.799,0.151,0.585,186.231,5,folk,0.587164628
54815,0iI7D3Vqt2r8T22CmtqB4A,Ocoeur,Connections,To Infiinity,8,248680,FALSE,0.109,0.303,10,-12.752,1,0.0404,0.683,0.116,0.035,76.95,5,idm,0.687761094
45704,4jyZ8BAopVzHdBEfZvPsc1,Tyler Terrance,Fernweh,Fernweh,45,212803,FALSE,0.548,0.0988,9,-18.816,1,0.0714,0.994,0.112,0.231,147.367,4,guitar,0.381363434
35797,2BhhoezV70SOFJlewAxQVp,Tony Guerra & Forró Sacode,Pense Num Forró Diferente,Perdoa-me,39,204669,FALSE,0.584,0.973,2,-6.006,1,0.0527,0.776,0.399,0.948,183.913,4,forro,0.026954356
62682,5CgkbROq94tTSnXnrfvtGH,ONE OK ROCK,Let Me Let You Go,Let Me Let You Go,59,180211,FALSE,0.533,0.831,5,-3.696,1,0.0609,0.00804,0.0975,0.741,96.091,4,j-pop,0.557518762
68773,02jLfqc9gMo8PkHEGHY3OT,Feid,Si Te La Encuentras Por Ahí,Si Te La Encuentras Por Ahí,83,191573,FALSE,0.743,0.576,8,-3.552,0,0.076,0.151,0.128,0.455,171.945,4,latino,0.603998635
23680,1QkaME1J8C8Pau6DHwkrIO,Starley,Arms Around Me,Arms Around Me,56,181363,FALSE,0.702,0.684,10,-5.669,1,0.035,0.101,0.0646,0.625,114.068,4,deep-house,0.441585258
96104,7oohAw9hiIMJqnewJ7vhOk,Luiz Gonzaga,Danado de Bom,Pagode Russo,45,131533,FALSE,0.732,0.925,2,-5.232,0,0.0367,0.355,0.26,0.934,143.81,4,samba,0.387586779
71655,0Y2i84QWPFiFHQfEQDgHya,Slipknot,Iowa,People = Shit,69,215600,TRUE,0.462,0.996,11,-2.973,0,0.231,5.80E-05,0.139,0.145,122.072,4,metal,0.050828311
105189,4XqMeXDc6GrMIhKo9AIFeQ,dusty dexter,Just Vibin’,Just Vibin’,41,126067,FALSE,0.734,0.51,4,-12.776,1,0.219,0.629,0.134,0.539,82.973,4,study,0.364302847
21705,0GyQwGfHQm03m1F9gGfd1O,Ragga Twins;Skrillex,OWSLA Spring Compilation 2015,Bad Man - Skrillex Remix,46,249600,FALSE,0.701,0.961,1,-2.75,1,0.0866,0.128,0.226,0.75,149.991,4,dancehall,0.852349042
27947,4Qgul38bCegoj1qlJYcFI9,Shapeshifter,Rituals,Futures,16,347700,FALSE,0.446,0.674,10,-7.07,1,0.0751,0.0156,0.186,0.12,173.97,4,drum-and-bass,0.202459931
44728,1fnULsZuORnAgCFFbM8nTZ,Shinedown,Threat to Survival,State of My Head,64,205653,FALSE,0.486,0.94,7,-4.237,0,0.0605,0.00919,0.0777,0.42,79.727,4,grunge,0.280749516
58619,6duWukfaAPG7IwzHWJJWIA,FGFC820,Urban Audio Warfare,Society,23,318040,FALSE,0.589,0.985,11,-5.225,0,0.0316,0.000703,0.579,0.781,132.001,4,industrial,0.163939969
98798,2RsL9mGOr5bjswrsCimirn,Bernadette Peters;Annie Get Your Gun - 1999 Broadway Cast;Tom Wopat,Annie Get Your Gun: The New Broadway Cast Recording,Moonshine Lullaby,22,238333,FALSE,0.405,0.262,10,-12.19,1,0.0346,0.951,0.113,0.228,80.154,4,show-tunes,0.158830005
106737,4Qg2kS1NWSMdyXmBncoaHu,Rasmus Hagen;iamsimon,Love & Hurt (Deluxe Edition),No Tomorrow (Bonus Track),55,153151,TRUE,0.717,0.588,7,-7.996,1,0.0387,0.0859,0.168,0.568,109.996,4,swedish,0.032274981
100329,6puRC1Wy4BDIf3x81vXPNA,Los Auténticos Decadentes,Cualquiera Puede Cantar,Borracho y Sólo,39,231893,FALSE,0.726,0.736,0,-7.861,1,0.0464,0.0972,0.0701,0.914,126.067,4,ska,0.422485048
8381,573o3RPFGAXaob5lqXzli7,Dr. John,New Orleans Voodoo Soul,Zu Zu Man,0,199960,FALSE,0.428,0.594,9,-9.657,1,0.0693,0.875,0.133,0.786,131.18,4,blues,0.485270823
26203,2FkSd709jZmvngPNUg7jkQ,Luis Ángel Gómez Jaramillo;Gael Garcia Bernal,Coco (Original Motion Picture Soundtrack),Un Poco Loco,52,112205,FALSE,0.629,0.504,7,-6.827,1,0.156,0.715,0.361,0.57,127.444,4,disney,0.512721805
66895,6SOJHroNQfs1qm5nnrlcBa,Onyx Kids,I Don't Care,I Don't Care,7,128683,FALSE,0.703,0.714,6,-3.947,1,0.036,0.331,0.168,0.389,120.052,4,kids,0.618003085
28598,1aWA6FHwqGqH7b8XbKeiG0,The Gladiators,Trenchtown Mix Up,Looks Is Deceiving - 2000 Digital Remaster,28,152533,FALSE,0.848,0.545,11,-7.582,1,0.113,0.153,0.231,0.713,79.24,4,dub,0.502913374
35384,63TryewzILaLJc4J1uHLVS,Bonde do gato preto,Eixta Muresta!,Faz a Pose,42,142515,TRUE,0.899,0.523,10,-6.882,0,0.143,0.516,0.304,0.821,130.082,4,forro,0.798647819
81875,3lNIknH3h8S5xce8H0z5QA,Lana Del Rey,Frühstücksmusik Herbst/Winter 2022/2023,Happiness is a butterfly,0,272485,FALSE,0.467,0.119,2,-10.99,1,0.0401,0.969,0.0973,0.156,70.499,4,pop,0.794621633
96511,0n4JisFWNufmnouq4hnuyw,Arlindo Cruz,Mtv Ao Vivo Arlindo Cruz - Vol. 2,Numa Cidade Muito Longe Daqui - Polícia e Bandido - Ao Vivo,39,205693,FALSE,0.593,0.743,9,-6.989,0,0.0365,0.683,0.596,0.788,96.959,4,samba,0.060586363
13408,6e8LspGhIJcYMxgwgjPtAW,Paul Johnson,I Like To Get Down,I Like To Get Down,10,478899,FALSE,0.592,0.89,1,-8.339,1,0.0502,0.000148,0.111,0.25,122.277,4,chicago-house,0.0337123
55492,2VEyI38e4bZ1uNpKawXRjG,Manikka Vinayagam;Malkudi Subha,Mounam Pesiyathey (Original Motion Picture Soundtrack),Arupathu Ayidichu,49,231262,FALSE,0.724,0.767,5,-10.403,0,0.349,0.598,0.0701,0.945,75.986,4,indian,0.298163897
99560,0z5EJolHD3zV6W17tigtP7,Anupam Roy,Uma,Hariye Jawar Gaan,39,229356,FALSE,0.56,0.433,9,-7.898,1,0.0276,0.745,0.114,0.429,94.854,4,singer-songwriter,0.131730472
59051,4fJHpKk5xORT4CitGQjDuj,Mahdyar;Hichkas,Bang (Remix),Bang (Remix),20,280838,FALSE,0.497,0.654,7,-6.033,1,0.132,0.00635,0.116,0.413,160.469,4,iranian,0.433381876
61873,2eCI5JxOXQTMHpysGmYVck,HKT48,最高かよ,最高かよ,19,273093,FALSE,0.422,0.971,4,-3.262,1,0.0625,0.154,0.383,0.182,90.083,4,j-idol,0.939242709
108339,1v5S2VvcB2cmih7P1rjptV,Malena Muyala,Temporal,Aquí,20,273907,FALSE,0.594,0.254,4,-12.33,0,0.0305,0.908,0.117,0.311,111.675,4,tango,0.24269126
72162,1d46ed3h4U9ws3YsvUOMon,Dayseeker,Without Me,Without Me,63,223800,FALSE,0.421,0.819,1,-3.933,0,0.041,0.0145,0.12,0.162,92.72,4,metalcore,0.626848973
1934,6VD3viS5Mcmk2P3BzEq3zK,Criolo,Nó na Orelha (Instrumental),Freguês da Meia Noite (Instrumental),15,251346,FALSE,0.538,0.379,7,-10.031,1,0.035,0.222,0.111,0.533,175.949,4,afrobeat,0.005402612
103123,4faxL6KhHe3puLaKGaJjql,Stevie Wonder,Rockin' Around The Christmas Tree 2022,One Little Christmas Tree,0,161693,FALSE,0.406,0.377,10,-11.717,1,0.0597,0.764,0.272,0.717,92.23,4,soul,0.040629374
4641,34DFDdLAZRM18ARHGHYCt2,Little Symphony,Serenity,Harendra,27,144761,FALSE,0.199,0.12,0,-23.949,1,0.0514,0.814,0.115,0.3,71.151,3,ambient,0.367784018
58397,3hF9qaRKobDwHSMoOkQPWi,Pop Will Eat Itself,Pure... Alternative 80s,Can U Dig It?,24,197226,FALSE,0.654,0.82,9,-8.845,0,0.071,0.0012,0.288,0.671,129.007,4,industrial,0.528300996
26106,2ppkGKabWsSgNV4fvOldQb,Adam Mitchell;Stanley Tucci;Ewan McGregor;Gugu Mbatha-Raw;Ian McKellen;Emma Thompson;Emma Watson;Audra McDonald;Clive Rowe,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),Days In The Sun,55,160349,FALSE,0.299,0.269,10,-9.719,1,0.0296,0.938,0.162,0.161,93.558,4,disney,0.58417011
18843,6Gv0rtHRVINGNWAR13tr1x,Stephen Lynch;Rita Gardner,The Wedding Singer (Original Broadway Cast Recording),Someday (Reprise),21,58640,FALSE,0.284,0.293,4,-10.157,1,0.0378,0.796,0.11,0.228,59.488,4,comedy,0.157283525
86705,60QunvDUtHqusD5sb5VCoQ,GOING STEADY,さくらの唄,BABY BABY,38,204840,TRUE,0.346,0.937,8,-4.384,1,0.0518,9.05E-05,0.24,0.445,146.835,4,punk,0.454358084
90536,4qqWBHZFTxdUYO5BuWBsXr,Los Apson,12 Grandes exitos Vol. 1,Por eso estamos como estamos,32,148826,FALSE,0.674,0.858,4,-6.311,1,0.0849,0.831,0.249,0.792,96.893,4,rock-n-roll,0.304412247
68107,3aASdbXPrR8U86sDuEbiOq,J Balvin;Khalid,noches de lluvia,Otra Noche Sin Ti,0,228920,FALSE,0.503,0.548,0,-7.564,0,0.164,0.0751,0.145,0.441,94.036,4,latino,0.928845707
49612,52EnlbXcODpgPX7U6phQrX,DJ Isaac,I Wanna Be A Gabber Baby,Bass And Sound,23,277133,FALSE,0.63,0.833,4,-11.626,0,0.0805,0.117,0.08,0.394,177.022,4,hardstyle,0.942909605
31069,72jbDTw1piOOj770jWNeaG,The Chainsmokers,Memories...Do Not Open,Paris,74,221506,FALSE,0.653,0.658,2,-6.428,1,0.0304,0.0215,0.0939,0.219,99.99,4,electro,0.731544761
